,County,Income per Capita,Population,Doses,Doses per Capita
2835,"Grand Isle, VT",59863,7235,,
2836,"Lamoille, VT",54761,25362,,
2837,"Orange, VT",48961,28892,,
2838,"Orleans, VT",44579,27037,,
2839,"Rutland, VT",53152,58191,,
2840,"Washington, VT",60368,58409,,
2841,"Windham, VT",52123,42222,,
2842,"Windsor, VT",59604,55062,,
2843,"Accomack, VA",42923,32316,,
2844,"Amelia, VA",44297,13145,,
2845,"Amherst, VA",38165,31605,,
2846,"Appomattox, VA",39268,15911,,
2847,"Arlington, VA",99407,236842,,
2848,"Bath, VA",66864,4147,,
2849,"Bedford, VA*",47590,78997,,
2850,"Bland, VA",38126,6280,,
2851,"Botetourt, VA",51738,33419,,
2852,"Brunswick, VA",33784,16231,,
2853,"Buchanan, VA",37048,21004,,
2854,"Buckingham, VA",30966,17148,,
2855,"Caroline, VA",42977,30725,,
2856,"Charles City, VA",46976,6963,,
2857,"Charlotte, VA",36737,11880,,
2858,"Chesterfield, VA",55070,352802,,
2859,"Clarke, VA",67094,14619,,
2860,"Craig, VA",39087,5131,,
2861,"Culpeper, VA",47689,52605,,
2862,"Cumberland, VA",39094,9932,,
2863,"Dickenson, VA",34397,14318,,
2864,"Essex, VA",43041,10953,,
2865,"Fauquier, VA",72577,71222,,
2866,"Floyd, VA",40065,15749,,
2867,"Fluvanna, VA",45334,27270,,
2868,"Franklin, VA",41795,56042,,
2869,"Giles, VA",41179,16720,,
2870,"Gloucester, VA",51847,37348,,
2871,"Goochland, VA",102690,23753,,
2872,"Grayson, VA",33190,15550,,
2873,"Greene, VA",46529,19819,,
2874,"Halifax, VA",38414,33911,,
2875,"Hanover, VA",61832,107766,,
2876,"Henrico, VA",68639,330818,,
2877,"Highland, VA",44791,2190,,
2878,"Isle of Wight, VA",57645,37109,,
2879,"King and Queen, VA",44798,7025,,
2880,"King George, VA",53777,26836,,
2881,"King William, VA",47802,17148,,
2882,"Lancaster, VA",61447,10603,,
2883,"Lee, VA",31087,23423,,
2884,"Loudoun, VA",80914,413538,,
2885,"Louisa, VA",42723,37591,,
2886,"Lunenburg, VA",33996,12196,,
2887,"Madison, VA",48577,13261,,
2888,"Mathews, VA",57844,8834,,
2889,"Mecklenburg, VA",38481,30587,,
2890,"Middlesex, VA",53553,10582,,
2891,"Nelson, VA",51297,14930,,
2892,"New Kent, VA",75221,23091,,
2893,"Northampton, VA",51101,11710,,
2894,"Northumberland, VA",54616,12095,,
2895,"Nottoway, VA",36295,15232,,
2896,"Orange, VA",50642,37051,,
2897,"Page, VA",39633,23902,,
2898,"Patrick, VA",34541,17608,,
2899,"Powhatan, VA",58609,29652,,
2900,"Prince Edward, VA",32416,22802,,
2901,"Pulaski, VA",41311,34027,,
2902,"Rappahannock, VA",68382,7370,,
2903,"Richmond, VA",37741,9023,,
2904,"Russell, VA",34827,26586,,
2905,"Scott, VA",34589,21566,,
2906,"Shenandoah, VA",46680,43616,,
2907,"Smyth, VA",38090,30104,,
2908,"Stafford, VA",56346,152882,,
2909,"Surry, VA",44647,6422,,
2910,"Sussex, VA",32383,11159,,
2911,"Tazewell, VA",39276,40595,,
2912,"Warren, VA",47932,40164,,
2913,"Westmoreland, VA",45782,18015,,
2914,"Wythe, VA",36695,28684,,
2915,"Alexandria (Independent City), VA",91990,159428,,
2916,"Chesapeake (Independent City), VA",51874,244835,,
2917,"Hampton (Independent City), VA",44909,134510,,
2918,"Newport News (Independent City), VA",44465,179225,,
2919,"Norfolk (Independent City), VA",42875,242742,,
2920,"Portsmouth (Independent City), VA",42605,94398,,
2921,"Richmond (Independent City), VA",56560,230436,,
2922,"Roanoke (Independent City), VA",45277,99143,,
2923,"Suffolk (Independent City), VA",53740,92108,,
2924,"Virginia Beach (Independent City), VA",59805,449974,,
2925,"Albemarle + Charlottesville, VA*",77657,156596,,
2926,"Alleghany + Covington, VA*",40928,20398,,
2927,"Augusta, Staunton + Waynesboro, VA*",45658,123120,,
2928,"Campbell + Lynchburg, VA*",38565,137053,,
2929,"Carroll + Galax, VA*",36812,36138,,
2930,"Dinwiddie, Colonial Heights + Petersburg, VA*",41337,77260,,
2931,"Fairfax, Fairfax City + Falls Church, VA*",86141,1186168,,
2932,"Frederick + Winchester, VA*",52317,117391,,
2933,"Greensville + Emporia, VA*",33144,16682,,
2934,"Henry + Martinsville, VA*",40545,63111,,
2935,"James City + Williamsburg, VA*",66306,91477,,
2936,"Montgomery + Radford, VA*",38756,116784,,
2937,"Pittsylvania + Danville, VA*",39392,100398,,
2938,"Prince George + Hopewell, VA*",39359,60882,,
2939,"Prince William, Manassas + Manassas Park, VA*",56366,528898,,
2940,"Roanoke + Salem, VA*",53489,119487,,
2941,"Rockbridge, Buena Vista + Lexington, VA*",41794,36497,,
2942,"Rockingham + Harrisonburg, VA*",41312,134964,,
2943,"Southampton + Franklin, VA*",44215,25598,,
2944,"Spotsylvania + Fredericksburg, VA*",52157,165251,,
2945,"Washington + Bristol, VA*",41513,70502,,
2946,"Wise + Norton, VA*",34196,41364,,
2947,"York + Poquoson, VA*",61308,80551,,
2948,"Adams, WA",43429,19983,,
2949,"Asotin, WA",48456,22582,,
2950,"Benton, WA",49354,204390,,
2951,"Chelan, WA",56253,77200,,
2952,"Clallam, WA",47856,77331,,
2953,"Clark, WA",56401,488241,,
2954,"Columbia, WA",51660,3985,,
2955,"Cowlitz, WA",46503,110593,,
2956,"Douglas, WA",41725,43429,,
2957,"Ferry, WA",37311,7627,,
2958,"Franklin, WA",39526,95222,,
2959,"Garfield, WA",54352,2225,,
2960,"Grant, WA",41141,97733,,
2961,"Grays Harbor, WA",41928,75061,,
2962,"Island, WA",56977,85141,,
2963,"Jefferson, WA",55447,32221,,
2964,"King, WA",94974,2252782,,
2965,"Kitsap, WA",58874,271473,,
2966,"Kittitas, WA",43562,47935,,
2967,"Klickitat, WA",49458,22425,,
2968,"Lewis, WA",44569,80707,,
2969,"Lincoln, WA",47282,10939,,
2970,"Mason, WA",43966,66768,,
2971,"Okanogan, WA",43295,42243,,
2972,"Pacific, WA",42603,22471,,
2973,"Pend Oreille, WA",44461,13724,,
2974,"Pierce, WA",53572,904980,,
2975,"San Juan, WA",81351,17582,,
2976,"Skagit, WA",54505,129205,,
2977,"Skamania, WA",47461,12083,,
2978,"Snohomish, WA",58729,822083,,
2979,"Spokane, WA",48436,522798,,
2980,"Stevens, WA",40863,45723,,
2981,"Thurston, WA",52828,290536,,
2982,"Wahkiakum, WA",44522,4488,,
2983,"Walla Walla, WA",48444,60760,,
2984,"Whatcom, WA",50915,229247,,
2985,"Whitman, WA",42665,50104,,
2986,"Yakima, WA",45757,250873,,
2987,"Barbour, WV",33599,16441,,
2988,"Berkeley, WV",42473,119171,,
2989,"Boone, WV",35615,21457,,
2990,"Braxton, WV",32816,13957,,
2991,"Brooke, WV",43882,21939,,
2992,"Cabell, WV",44177,91945,,
2993,"Calhoun, WV",31229,7109,,
2994,"Clay, WV",32197,8508,,
2995,"Doddridge, WV",30173,8448,,
2996,"Fayette, WV",36424,42406,,
2997,"Gilmer, WV",29672,7823,,
2998,"Grant, WV",36862,11568,,
2999,"Greenbrier, WV",38842,34662,,
3000,"Hampshire, WV",36093,23175,,
3001,"Hancock, WV",43823,28810,,
3002,"Hardy, WV",34417,13776,,
3003,"Harrison, WV",49793,67256,,
3004,"Jackson, WV",39254,28576,,
3005,"Jefferson, WV",51527,57146,,
3006,"Kanawha, WV",49553,178124,,
3007,"Lewis, WV",41728,15907,,
3008,"Lincoln, WV",31997,20409,,
3009,"Logan, WV",38147,32019,,
3010,"McDowell, WV",32294,17624,,
3011,"Marion, WV",43522,56072,,
3012,"Marshall, WV",42595,30531,,
3013,"Mason, WV",34833,26516,,
3014,"Mercer, WV",38778,58758,,
3015,"Mineral, WV",40518,26868,,
3016,"Mingo, WV",33553,23424,,
3017,"Monongalia, WV",46630,105612,,
3018,"Monroe, WV",32189,13275,,
3019,"Morgan, WV",35536,17884,,
3020,"Nicholas, WV",34792,24496,,
3021,"Ohio, WV",64461,41411,,
3022,"Pendleton, WV",36491,6969,,
3023,"Pleasants, WV",43929,7460,,
3024,"Pocahontas, WV",40243,8247,,
3025,"Preston, WV",37595,33432,,
3026,"Putnam, WV",47849,56450,,
3027,"Raleigh, WV",43846,73361,,
3028,"Randolph, WV",38142,28695,,
3029,"Ritchie, WV",39828,9554,,
3030,"Roane, WV",36608,13688,,
3031,"Summers, WV",34933,12573,,
3032,"Taylor, WV",41663,16695,,
3033,"Tucker, WV",43069,6839,,
3034,"Tyler, WV",39863,8591,,
3035,"Upshur, WV",35420,24176,,
3036,"Wayne, WV",34811,39402,,
3037,"Webster, WV",29348,8114,,
3038,"Wetzel, WV",36874,15065,,
3039,"Wirt, WV",32680,5821,,
3040,"Wood, WV",44754,83518,,
3041,"Wyoming, WV",31315,20394,,
3042,"Adams, WI",40841,20220,,
3043,"Ashland, WI",42007,15562,,
3044,"Barron, WI",50166,45244,,
3045,"Bayfield, WI",50750,15036,,
3046,"Brown, WI",54090,264542,,
3047,"Buffalo, WI",47630,13031,,
3048,"Burnett, WI",45023,15414,,
3049,"Calumet, WI",52859,50089,,
3050,"Chippewa, WI",47507,64658,,
3051,"Clark, WI",43135,34774,,
3052,"Columbia, WI",53423,57532,,
3053,"Crawford, WI",43124,16131,,
3054,"Dane, WI",64071,546695,,
3055,"Dodge, WI",46099,87839,,
3056,"Door, WI",64249,27668,,
3057,"Douglas, WI",44941,43150,,
3058,"Dunn, WI",41208,45368,,
3059,"Eau Claire, WI",49851,104646,,
3060,"Florence, WI",53310,4295,,
3061,"Fond du Lac, WI",49949,103403,,
3062,"Forest, WI",42663,9004,,
3063,"Grant, WI",45392,51439,,
3064,"Green, WI",53782,36960,,
3065,"Green Lake, WI",46260,18913,,
3066,"Iowa, WI",50309,23678,,
3067,"Iron, WI",50249,5687,,
3068,"Jackson, WI",46296,20643,,
3069,"Jefferson, WI",47152,84769,,
3070,"Juneau, WI",39218,26687,,
3071,"Kenosha, WI",48596,169561,,
3072,"Kewaunee, WI",49539,20434,,
3073,"La Crosse, WI",51813,118016,,
3074,"Lafayette, WI",45339,16665,,
3075,"Langlade, WI",44923,19189,,
3076,"Lincoln, WI",47135,27593,,
3077,"Manitowoc, WI",48502,78981,,
3078,"Marathon, WI",52141,135692,,
3079,"Marinette, WI",45906,40350,,
3080,"Marquette, WI",42513,15574,,
3081,"Menominee, WI*",30977,4556,,
3082,"Milwaukee, WI",49098,945726,,
3083,"Monroe, WI",42974,46253,,
3084,"Oconto, WI",47104,37930,,
3085,"Oneida, WI",52014,35595,,
3086,"Outagamie, WI",52640,187885,,
3087,"Ozaukee, WI",85492,89221,,
3088,"Pepin, WI",49793,7287,,
3089,"Pierce, WI",47114,42754,,
3090,"Polk, WI",47856,43783,,
3091,"Portage, WI",47278,70772,,
3092,"Price, WI",47086,13351,,
3093,"Racine, WI",50845,196311,,
3094,"Richland, WI",44803,17252,,
3095,"Rock, WI",46236,163354,,
3096,"Rusk, WI",44556,14178,,
3097,"St. Croix, WI",57328,90687,,
3098,"Sauk, WI",51115,64442,,
3099,"Sawyer, WI",47360,16558,,
3100,"Shawano, WI*",44196,40899,,
3101,"Sheboygan, WI",54703,115340,,
3102,"Taylor, WI",41858,20343,,
3103,"Trempealeau, WI",45218,29649,,
3104,"Vernon, WI",42578,30822,,
3105,"Vilas, WI",54734,22195,,
3106,"Walworth, WI",51196,103868,,
3107,"Washburn, WI",49456,15720,,
3108,"Washington, WI",59979,136034,,
3109,"Waukesha, WI",73873,404198,,
3110,"Waupaca, WI",47035,50990,,
3111,"Waushara, WI",42544,24443,,
3112,"Winnebago, WI",49276,171907,,
3113,"Wood, WI",48046,72999,,
3114,"Shawano (includes Menominee), WI*",1,1,,
3115,"Albany, WY",42698,38880,,
3116,"Big Horn, WY",39318,11790,,
3117,"Campbell, WY",55348,46341,,
3118,"Carbon, WY",59665,14800,,
3119,"Converse, WY",63736,13822,,
3120,"Crook, WY",47966,7584,,
3121,"Fremont, WY",47071,39261,,
3122,"Goshen, WY",43725,13211,,
3123,"Hot Springs, WY",57101,4413,,
3124,"Johnson, WY",54476,8445,,
3125,"Laramie, WY",54113,99500,,
3126,"Lincoln, WY",44331,19830,,
3127,"Natrona, WY",72187,79858,,
3128,"Niobrara, WY",52484,2356,,
3129,"Park, WY",58386,29194,,
3130,"Platte, WY",52624,8393,,
3131,"Sheridan, WY",59666,30485,,
3132,"Sublette, WY",54850,9831,,
3133,"Sweetwater, WY",57225,42343,,
3134,"Teton, WY",229825,23464,,
3135,"Uinta, WY",41912,20226,,
3136,"Washakie, WY",50735,7805,,
3137,"Weston, WY",46655,6927,,
